pcon,leftright,lower,upper,libauth,lower,upper,ons_id,pctright,pctauth
Ribble Valley,0.272122771,0.240967521,0.305403312,0.306348142,0.269422569,0.343152013,E14000894,27.21227709,69.36518579
Richmond (Yorks) ,0.272134952,0.239970288,0.302710686,0.322503801,0.281452756,0.36044579,E14000895,27.21349515,67.74961995
Richmond Park,0.290417388,0.2489509,0.330127345,0.406107168,0.364453456,0.452226971,E14000896,29.04173876,59.38928319
Rochdale,0.223138365,0.191094205,0.258882268,0.28467903,0.248681571,0.326785662,E14000897,22.31383648,71.53209702
Rochester and Strood,0.275365748,0.247576311,0.309901661,0.307575028,0.273368877,0.341139972,E14000898,27.53657476,69.24249717
Rochford and Southend East,0.261323102,0.229128135,0.291817415,0.314738403,0.284893703,0.355583077,E14000899,26.13231019,68.52615965
Romford,0.274009332,0.243357551,0.306107502,0.284060192,0.255848019,0.31703312,E14000900,27.40093324,71.59398082
Romsey and Southampton North,0.294504597,0.263051766,0.324664044,0.356590421,0.324394204,0.39604679,E14000901,29.45045972,64.34095788
"Ross, Skye and Lochaber",0.215172754,0.178124759,0.253254152,0.356723622,0.313580692,0.394615286,S14000055,21.51727539,64.32763784
Rossendale and Darwen,0.25879661,0.229558664,0.293910376,0.304266887,0.270687286,0.338306461,E14000902,25.87966104,69.57331127
Rother Valley,0.24541965,0.212124822,0.280780838,0.305746675,0.264273263,0.346363764,E14000903,24.54196501,69.42533247
Rotherham,0.219229292,0.186326975,0.258404696,0.283348516,0.236629282,0.321855772,E14000904,21.92292921,71.66514844
Rugby,0.266760412,0.233994703,0.297710358,0.322160377,0.291907615,0.362328976,E14000905,26.67604121,67.78396227
"Ruislip, Northwood and Pinner",0.301589474,0.272881978,0.335347814,0.321638896,0.288569023,0.360796373,E14000906,30.15894738,67.83611041
Runnymede and Weybridge,0.290173773,0.261689407,0.32290513,0.347132937,0.313358564,0.379520685,E14000907,29.01737732,65.28670633
Rushcliffe,0.280450589,0.246004299,0.315246046,0.372817555,0.330369739,0.415713942,E14000908,28.04505885,62.71824454
Rutherglen and Hamilton West,0.212814944,0.182060428,0.243761173,0.339785527,0.301692153,0.381291795,S14000056,21.28149435,66.02144726
Rutland and Melton,0.283530316,0.258128611,0.313037612,0.335842658,0.305932078,0.371111775,E14000909,28.35303158,66.41573418
Saffron Walden,0.29088771,0.255837323,0.323065997,0.335487239,0.292841427,0.370976263,E14000910,29.08877104,66.45127614
Salford and Eccles,0.220454362,0.1923469,0.249685434,0.335138363,0.301392251,0.376020599,E14000911,22.04543615,66.48616368
Salisbury,0.277694532,0.240310363,0.307139073,0.358948497,0.32042447,0.393213087,E14000912,27.76945319,64.10515026
Scarborough and Whitby,0.25185788,0.220192094,0.283855124,0.310536249,0.274235548,0.354863584,E14000913,25.18578799,68.94637512
Scunthorpe,0.239693306,0.208792162,0.26747751,0.279941413,0.240741834,0.311576637,E14000914,23.96933063,72.00585872
Sedgefield,0.249195308,0.217800384,0.282827152,0.311938926,0.27973368,0.349602037,E14000915,24.91953085,68.80610745
Sefton Central,0.254944794,0.216975758,0.289868598,0.35037258,0.314447289,0.3918188,E14000916,25.49447942,64.96274197
Selby and Ainsty,0.265518442,0.232309449,0.295228003,0.314934035,0.277167698,0.352833454,E14000917,26.55184422,68.50659654
Sevenoaks,0.295537211,0.271939456,0.329636232,0.325609194,0.290489963,0.362562211,E14000918,29.55372109,67.43908063
Sheffield Central,0.236531136,0.196062666,0.270495108,0.402266015,0.363176885,0.44018545,E14000919,23.65311362,59.77339852
Sheffield South East,0.222720272,0.18933286,0.25614486,0.287478818,0.248499272,0.326273506,E14000920,22.2720272,71.25211816
"Sheffield, Brightside and Hillsborough",0.208158056,0.175327511,0.239427591,0.296678411,0.256433876,0.331619117,E14000921,20.81580556,70.33215887
"Sheffield, Hallam",0.260670967,0.225172764,0.29426268,0.402319962,0.364860482,0.44703766,E14000922,26.06709667,59.76800381
"Sheffield, Heeley",0.228013452,0.196401188,0.266770309,0.321442974,0.282918382,0.359069433,E14000923,22.80134525,67.85570258
Sherwood,0.259434766,0.225434268,0.287139266,0.313458821,0.275419273,0.347434524,E14000924,25.94347655,68.65411785
Shipley,0.257056759,0.224939751,0.28734413,0.327839329,0.288487411,0.359896061,E14000925,25.70567587,67.21606711
Shrewsbury and Atcham,0.265319754,0.230114778,0.290744452,0.331949945,0.288330745,0.371224361,E14000926,26.53197535,66.80500552
Sittingbourne and Sheppey,0.267410063,0.23274165,0.297848545,0.297382903,0.26143252,0.342419527,E14000927,26.74100628,70.26170971
Skipton and Ripon,0.279944972,0.250161215,0.316145203,0.317534765,0.279949591,0.356012431,E14000928,27.99449717,68.24652351
Sleaford and North Hykeham,0.278995903,0.248802671,0.307230889,0.316223083,0.280112724,0.352350483,E14000929,27.89959029,68.3776917
Slough,0.238522576,0.20904521,0.274179832,0.28168028,0.24028089,0.31610819,E14000930,23.85225757,71.831972
Solihull,0.288148287,0.258154883,0.316808113,0.312103557,0.275949531,0.350994422,E14000931,28.81482869,68.78964435
Somerton and Frome,0.290457787,0.261135118,0.328386264,0.361748562,0.328451481,0.410545957,E14000932,29.04577869,63.82514381
South Basildon and East Thurrock,0.259160293,0.223822955,0.296690781,0.290768823,0.254048575,0.330362122,E14000933,25.91602931,70.92311772
South Cambridgeshire,0.284797635,0.247007689,0.317088366,0.371069837,0.328783232,0.404406531,E14000934,28.47976352,62.89301634
South Derbyshire,0.275453813,0.245138087,0.307522344,0.319278335,0.280981204,0.353859867,E14000935,27.54538131,68.07216649
South Dorset,0.27375895,0.242808818,0.306034936,0.341629598,0.301961981,0.380055643,E14000936,27.37589498,65.83704016
South East Cambridgeshire,0.278714443,0.24703658,0.311483447,0.368126895,0.330683416,0.414357537,E14000937,27.87144426,63.18731053
South East Cornwall,0.276650479,0.24368185,0.30422848,0.335511038,0.290555137,0.366676609,E14000938,27.66504791,66.44889621
South Holland and the Deepings,0.273566747,0.244371508,0.303503499,0.28120638,0.245666496,0.321453245,E14000939,27.35667471,71.87936195
South Leicestershire,0.277200512,0.240148363,0.308545061,0.315823871,0.277911542,0.352657953,E14000940,27.72005116,68.41761286
South Norfolk,0.29128565,0.264595653,0.323171563,0.344119236,0.314264219,0.379843859,E14000941,29.12856505,65.58807643
South Northamptonshire,0.283934659,0.250265665,0.316065615,0.341534657,0.29811024,0.374905841,E14000942,28.39346589,65.84653433
South Ribble,0.26717609,0.233725207,0.299514993,0.306704346,0.268150089,0.343326092,E14000943,26.71760896,69.32956538
South Shields,0.214337608,0.176137952,0.252538547,0.315366411,0.273086537,0.359240256,E14000944,21.43376084,68.46335892
South Staffordshire,0.287502692,0.258923307,0.324343741,0.293417743,0.259217214,0.330653518,E14000945,28.75026921,70.6582257
South Suffolk,0.286683368,0.259521206,0.316874805,0.319586354,0.283549158,0.35475502,E14000946,28.66833684,68.0413646
South Swindon,0.260934749,0.230343419,0.292899407,0.341346099,0.307530976,0.382343283,E14000947,26.09347489,65.86539011
South Thanet,0.264260936,0.233235852,0.291758287,0.301222641,0.257895938,0.335316384,E14000948,26.4260936,69.87773592
South West Bedfordshire,0.28441402,0.258483462,0.319076489,0.320137981,0.283243345,0.353557585,E14000949,28.441402,67.98620185
South West Devon,0.298706319,0.27210923,0.33487616,0.345887338,0.309843501,0.381582676,E14000950,29.87063186,65.41126624
South West Hertfordshire,0.287229541,0.245307598,0.334704368,0.370859775,0.31972235,0.423287372,E14000951,28.72295411,62.91402248
South West Norfolk,0.274492195,0.242692984,0.30497243,0.299434703,0.269555107,0.342095015,E14000952,27.44921952,70.05652968
South West Surrey,0.299066759,0.265075971,0.333320205,0.357039086,0.316503809,0.389924706,E14000953,29.90667585,64.2960914
South West Wiltshire,0.276572808,0.244350126,0.313652426,0.34601523,0.313141271,0.391208894,E14000954,27.65728081,65.39847705
"Southampton, Itchen",0.255517454,0.222703176,0.285132916,0.329701876,0.293862142,0.363802269,E14000955,25.55174541,67.02981238
"Southampton, Test",0.248729538,0.217614662,0.277993304,0.351991638,0.320377838,0.386726636,E14000956,24.87295375,64.80083621
Southend West,0.279957634,0.247144801,0.309976411,0.324806259,0.287271214,0.369103691,E14000957,27.99576337,67.51937411
Southport,0.264127478,0.233757181,0.295354297,0.31929311,0.280672903,0.35358049,E14000958,26.41274776,68.07068898
Spelthorne,0.278413211,0.248063688,0.310303896,0.303703747,0.264195126,0.334020026,E14000959,27.84132115,69.62962527
St Albans,0.27598083,0.242591515,0.309142787,0.39201711,0.351104271,0.445276556,E14000960,27.59808297,60.79828903
St Austell and Newquay,0.254951265,0.221522285,0.286757182,0.325697662,0.286268572,0.362794183,E14000961,25.49512649,67.43023377
St Helens North,0.232717118,0.204403012,0.267124366,0.307090065,0.266567468,0.34426841,E14000962,23.27171179,69.29099354
St Helens South and Whiston,0.225113988,0.193508978,0.263694441,0.319961007,0.286015766,0.357966077,E14000963,22.5113988,68.00389929
St Ives,0.267734276,0.232483587,0.304636969,0.348455073,0.304784484,0.389861102,E14000964,26.77342759,65.15449271
Stafford,0.273151764,0.241835617,0.303946634,0.33063432,0.293932555,0.374328664,E14000965,27.31517643,66.93656796
Staffordshire Moorlands,0.278762552,0.246689047,0.307870467,0.295665052,0.263168515,0.336782991,E14000966,27.87625516,70.43349483
Stalybridge and Hyde,0.239852338,0.211716803,0.274006377,0.299139185,0.262695527,0.337729134,E14000967,23.98523382,70.08608149
Stevenage,0.257979884,0.223717297,0.282918339,0.334356922,0.301540437,0.376778606,E14000968,25.79798835,66.56430781
Stirling,0.241816472,0.20558554,0.286052207,0.386328341,0.339253626,0.443435848,S14000057,24.18164715,61.36716586
Stockport,0.230939661,0.199741106,0.258362831,0.329023091,0.294552773,0.364862393,E14000969,23.09396611,67.09769086
Stockton North,0.224227282,0.188565135,0.254686873,0.302914367,0.268270408,0.338452286,E14000970,22.42272823,69.70856334
Stockton South,0.255333913,0.224372998,0.291885755,0.32463433,0.279785683,0.3645307,E14000971,25.53339134,67.53656703
Stoke-on-Trent Central,0.235600593,0.196058392,0.264739023,0.290845535,0.249553143,0.324870117,E14000972,23.56005933,70.91544649
Stoke-on-Trent North,0.244274398,0.215563348,0.275069587,0.269292051,0.227526178,0.302904632,E14000973,24.42743983,73.07079485
Stoke-on-Trent South,0.248961832,0.218141855,0.283537122,0.270953798,0.233579463,0.307887748,E14000974,24.89618318,72.90462019
Stone,0.287870713,0.258589289,0.321205513,0.316008171,0.2781368,0.354103956,E14000975,28.78707125,68.39918293
Stourbridge,0.263359911,0.231917017,0.291913241,0.293084069,0.256009447,0.329423353,E14000976,26.33599113,70.69159315
Stratford-on-Avon,0.290331856,0.258090161,0.326686557,0.326486544,0.28579734,0.360996856,E14000977,29.03318557,67.35134558
Streatham,0.254272342,0.219095497,0.286298417,0.398464399,0.357621111,0.437782158,E14000978,25.42723424,60.15356015
Stretford and Urmston,0.223821737,0.194599324,0.253345334,0.320903378,0.281997937,0.358363173,E14000979,22.38217372,67.90966218
Stroud,0.278120136,0.245560959,0.318776219,0.379869,0.338316653,0.43020556,E14000980,27.81201356,62.0131
Suffolk Coastal,0.28356144,0.254554564,0.319736087,0.329198861,0.291689098,0.366499628,E14000981,28.35614401,67.08011394
Sunderland Central,0.2307181,0.192251505,0.261916844,0.313436549,0.272686726,0.359245127,E14000982,23.07180998,68.65634513
Surrey Heath,0.289069676,0.250876489,0.315681635,0.326987199,0.289849206,0.358715561,E14000983,28.90696755,67.30128014
Sutton and Cheam,0.282451648,0.246031372,0.318496291,0.326161648,0.290834375,0.36169508,E14000984,28.2451648,67.38383521
Sutton Coldfield,0.290111679,0.257491378,0.318706851,0.322814439,0.282404735,0.353779996,E14000985,29.01116795,67.71855613
Swansea East,0.234793779,0.199938808,0.272429737,0.314877796,0.275121183,0.353378393,W07000048,23.4793779,68.51222041
Swansea West,0.258839803,0.219032865,0.293459076,0.369196163,0.324872829,0.406434972,W07000047,25.88398028,63.08038373
Tamworth,0.268933736,0.240404837,0.300591827,0.290832742,0.246674128,0.326529731,E14000986,26.89337363,70.91672582
Tatton,0.28271413,0.250376922,0.313987844,0.333827803,0.294746782,0.373780268,E14000987,28.271413,66.61721969
Taunton Deane,0.274420893,0.240463831,0.311573283,0.343067661,0.303223447,0.380497068,E14000988,27.44208931,65.6932339
Telford,0.249037996,0.219235723,0.277401516,0.296776066,0.264029571,0.331988345,E14000989,24.90379965,70.32239335
Tewkesbury,0.285396158,0.257446095,0.31442199,0.346053475,0.313018264,0.382083653,E14000990,28.53961576,65.39465255
The Cotswolds,0.291362823,0.262831668,0.32535843,0.358919898,0.31715986,0.397963008,E14000991,29.13628233,64.10801018
The Wrekin,0.272454584,0.236179024,0.299351294,0.310163524,0.275141113,0.34895394,E14000992,27.24545838,68.98364757
Thirsk and Malton,0.273248012,0.243824556,0.308929498,0.310668654,0.270349539,0.3509635,E14000993,27.3248012,68.93313456
Thornbury and Yate,0.281953598,0.245168043,0.310286601,0.340695337,0.299673514,0.377519517,E14000994,28.19535979,65.93046625
Thurrock,0.251319944,0.216046185,0.285739384,0.292812094,0.255979675,0.332811108,E14000995,25.13199436,70.71879065
Tiverton and Honiton,0.278596497,0.2483096,0.306337693,0.331774162,0.29437797,0.369074946,E14000996,27.85964974,66.8225838
Tonbridge and Malling,0.289469931,0.256047001,0.315732267,0.332436931,0.298595666,0.371738198,E14000997,28.94699313,66.75630687
Tooting,0.253935379,0.214635944,0.283899853,0.399393028,0.359384924,0.437327618,E14000998,25.39353792,60.06069724
Torbay,0.26456604,0.230872196,0.293471935,0.318853203,0.2840422,0.357461587,E14000999,26.456604,68.11467974
Torfaen,0.246020492,0.212606119,0.281902529,0.316348598,0.272337195,0.365044198,W07000053,24.6020492,68.36514022
Torridge and West Devon,0.276368303,0.241747159,0.304383131,0.332522876,0.289297877,0.372488492,E14001000,27.63683032,66.74771237
Totnes,0.27668995,0.247693297,0.3058267,0.342601639,0.307694956,0.382730363,E14001001,27.66899499,65.73983609
Tottenham,0.233315915,0.199639407,0.262814504,0.358599168,0.324301242,0.395371767,E14001002,23.33159146,64.14008324
Truro and Falmouth,0.275145175,0.243418267,0.305983217,0.376017323,0.337503514,0.410305499,E14001003,27.51451754,62.39826773
Tunbridge Wells,0.288178969,0.259190911,0.321931919,0.349270908,0.308681384,0.386909444,E14001004,28.81789685,65.07290916
Twickenham,0.283455402,0.24381102,0.321375571,0.388115464,0.348403889,0.43152929,E14001005,28.34554017,61.18845361
Tynemouth,0.247376584,0.214382076,0.280920239,0.346757951,0.304675237,0.381006213,E14001006,24.73765841,65.32420485
Uxbridge and South Ruislip,0.277387058,0.250254462,0.311702964,0.309154545,0.274427919,0.34327825,E14001007,27.73870576,69.08454549
Vale of Clwyd,0.260022331,0.227039484,0.2958635,0.310677805,0.267212963,0.348490277,W07000060,26.00223311,68.93221949
Vale of Glamorgan,0.27932634,0.24594681,0.315506088,0.33758793,0.297484023,0.379598002,W07000078,27.93263397,66.24120697
Vauxhall,0.247112948,0.211252805,0.274489254,0.399484664,0.360621254,0.440734282,E14001008,24.71129478,60.05153358
Wakefield,0.235193746,0.20880445,0.270038795,0.303468395,0.273683257,0.347331759,E14001009,23.5193746,69.65316054
Wallasey,0.224643431,0.187518179,0.254187955,0.325417659,0.286656924,0.361139057,E14001010,22.46434305,67.45823411
Walsall North,0.241148023,0.213829097,0.274941869,0.260486036,0.223747332,0.293525948,E14001011,24.11480229,73.95139642
Walsall South,0.234136176,0.20582445,0.262882476,0.272127493,0.237432349,0.310829061,E14001012,23.41361755,72.78725068
Walthamstow,0.225940803,0.192275274,0.257108035,0.349895585,0.317379312,0.388338422,E14001013,22.59408026,65.01044148
Wansbeck,0.240453152,0.208063987,0.274700999,0.312738703,0.271660197,0.350885172,E14001014,24.04531518,68.72612966
Wantage,0.285374077,0.256703491,0.315853878,0.349024366,0.305351769,0.385647218,E14001015,28.53740771,65.09756344
Warley,0.22179403,0.191824476,0.253812059,0.272553497,0.22583938,0.306156728,E14001016,22.17940295,72.74465033
Warrington North,0.245348121,0.221102894,0.280325307,0.311907962,0.284519248,0.349683715,E14001017,24.53481208,68.80920376
Warrington South,0.261249398,0.231825907,0.289943415,0.32680957,0.28882294,0.3640627,E14001018,26.12493983,67.31904295
Warwick and Leamington,0.262914924,0.225506569,0.289604581,0.37362634,0.334587534,0.414452106,E14001019,26.29149243,62.63736599
Washington and Sunderland West,0.225258158,0.187314296,0.259218046,0.303587216,0.263311586,0.34042998,E14001020,22.5258158,69.64127844
Watford,0.257592363,0.227464207,0.293779727,0.339189147,0.300586152,0.37837161,E14001021,25.75923631,66.08108533
Waveney,0.274202469,0.249013745,0.305770758,0.3018345,0.27057143,0.338850099,E14001022,27.42024686,69.81654997
Wealden,0.296522674,0.26544447,0.323215661,0.330372485,0.292364044,0.363790444,E14001023,29.6522674,66.96275148
Weaver Vale,0.252849769,0.226310906,0.285869737,0.323421526,0.288464426,0.360848021,E14001024,25.2849769,67.6578474
Wellingborough,0.262671343,0.229471027,0.297406592,0.314594437,0.277745942,0.353351388,E14001025,26.26713435,68.54055635
Wells,0.276247446,0.245446208,0.31189705,0.335690402,0.292754262,0.373823233,E14001026,27.62474456,66.43095983
Welwyn Hatfield,0.268188256,0.237686422,0.296982321,0.347687593,0.309207374,0.382761917,E14001027,26.8188256,65.23124066
Wentworth and Dearne,0.22043963,0.186499494,0.250194632,0.285709813,0.240866801,0.32110111,E14001028,22.04396299,71.42901866
West Aberdeenshire and Kincardine,0.260324691,0.224946657,0.292502132,0.350731016,0.313672998,0.385767063,S14000058,26.03246905,64.92689843
West Bromwich East,0.234094716,0.202240344,0.266765003,0.261468196,0.220452384,0.296971409,E14001029,23.40947156,73.85318037
West Bromwich West,0.239690909,0.210291672,0.275461798,0.265498328,0.227148986,0.300879972,E14001030,23.96909092,73.45016723
West Dorset,0.287701034,0.254764234,0.323191462,0.348314806,0.310572659,0.386795259,E14001031,28.77010342,65.1685194
West Dunbartonshire,0.203518444,0.175467622,0.238318772,0.351850825,0.315049254,0.389760233,S14000059,20.3518444,64.81491752
West Ham,0.220334222,0.191854995,0.25079698,0.309454529,0.268997259,0.341815963,E14001032,22.03342221,69.0545471
West Lancashire,0.247712839,0.218524179,0.292112874,0.329196876,0.29338506,0.360955234,E14001033,24.77128385,67.08031244
West Suffolk,0.271326549,0.241598544,0.303807069,0.309018822,0.266440425,0.350972751,E14001034,27.13265492,69.09811785
West Worcestershire,0.29038109,0.257759749,0.320966314,0.332742493,0.294167284,0.373584867,E14001035,29.03810905,66.72575069
Westminster North,0.256069685,0.227527202,0.294180603,0.353526891,0.313918334,0.392198256,E14001036,25.60696854,64.64731094
Westmorland and Lonsdale,0.265611898,0.230051381,0.297047284,0.336274928,0.296057347,0.380053991,E14001037,26.56118981,66.37250724
Weston-Super-Mare,0.271210276,0.237870478,0.307693161,0.327496293,0.287218891,0.363722142,E14001038,27.12102761,67.25037073
Wigan,0.229013472,0.197899874,0.259802084,0.300020877,0.261402302,0.340248115,E14001039,22.90134724,69.99791233
Wimbledon,0.280236041,0.237947236,0.307403765,0.39686506,0.35791084,0.436756338,E14001040,28.02360407,60.31349404
Winchester,0.296365154,0.265192252,0.334210635,0.374358357,0.338615584,0.414099686,E14001041,29.6365154,62.56416427
Windsor,0.292480469,0.261264962,0.325406032,0.352160517,0.316760747,0.390704039,E14001042,29.2480469,64.7839483
Wirral South,0.254397387,0.222624417,0.286838233,0.335792223,0.292619924,0.369939445,E14001043,25.43973874,66.42077774
Wirral West,0.260698818,0.229456065,0.289918573,0.344825815,0.310508419,0.380245747,E14001044,26.06988182,65.51741848
Witham,0.286163634,0.258044119,0.319215071,0.322474036,0.284934504,0.354217919,E14001045,28.61636339,67.75259639
Witney,0.287602824,0.252786746,0.31679726,0.350346067,0.315045176,0.389891926,E14001046,28.76028239,64.96539334
Woking,0.286989097,0.25905022,0.320493197,0.347228006,0.30670308,0.382180329,E14001047,28.69890965,65.2771994
Wokingham,0.29340894,0.266402169,0.326672009,0.361745082,0.325077642,0.405416377,E14001048,29.34089401,63.82549181
Wolverhampton North East,0.238050003,0.206956213,0.267118886,0.283044238,0.247616661,0.322983863,E14001049,23.80500034,71.69557617
Wolverhampton South East,0.231959245,0.203014836,0.270379527,0.266273213,0.234826685,0.30854104,E14001050,23.19592447,73.37267869
Wolverhampton South West,0.25974089,0.231087186,0.292032085,0.296218549,0.260257948,0.335456199,E14001051,25.974089,70.37814515
Worcester,0.262860379,0.236410076,0.295188648,0.333932941,0.29683781,0.373031616,E14001052,26.28603793,66.60670587
Workington,0.248000953,0.211475809,0.278327332,0.290081934,0.249727668,0.326478434,E14001053,24.80009526,70.99180664
Worsley and Eccles South,0.232585807,0.193587007,0.255809986,0.299139701,0.263626346,0.337709345,E14001054,23.25858073,70.08602993
Worthing West,0.285507406,0.251634037,0.320108406,0.325229246,0.291027743,0.361863574,E14001055,28.55074055,67.47707544
Wrexham,0.251419993,0.216061093,0.287275013,0.320742775,0.276998471,0.359646696,W07000044,25.14199932,67.92572253
Wycombe,0.269797202,0.238312097,0.306765905,0.330301404,0.294358734,0.368577211,E14001056,26.97972019,66.9698596
Wyre and Preston North,0.281819944,0.247380514,0.309055877,0.305626682,0.26925087,0.346496104,E14001057,28.18199439,69.43733184
Wyre Forest,0.274803948,0.243315119,0.303515508,0.291639001,0.253398702,0.327213461,E14001058,27.48039483,70.83609991
Wythenshawe and Sale East,0.230690551,0.201524503,0.265228808,0.318343775,0.282058777,0.359001875,E14001059,23.0690551,68.16562254
Yeovil,0.273250707,0.244146186,0.307693086,0.336276775,0.297453118,0.382264854,E14001060,27.32507068,66.37232249
Ynys Mon,0.240418472,0.192887494,0.283447931,0.338202617,0.289759366,0.388002292,W07000041,24.0418472,66.17973832
York Central,0.23698629,0.203951899,0.268419233,0.388845286,0.355379907,0.434611067,E14001061,23.69862901,61.11547144
York Outer,0.278013251,0.245740684,0.311767218,0.348151144,0.310391604,0.386915703,E14001062,27.80132514,65.18488564
